"","HINCP","RNTP","NP","BDSP","HHT_label","BLDG_AGE_dec"
"2483",8780,160,1,1,"Nonfamily household: Male householder: Living alone",6
"2484",26000,1500,2,2,"Other family household: Female householder, no spouse present",2
"2485",26000,1500,2,2,"Other family household: Female householder, no spouse present",2
"2486",106200,1300,2,2,"Other family household: Female householder, no spouse present",0
"2487",106200,1300,2,2,"Other family household: Female householder, no spouse present",0
"2488",41000,400,1,1,"Nonfamily household: Male householder: Living alone",4
"2489",39570,840,1,1,"Nonfamily household: Male householder: Living alone",3
"2490",33300,830,1,0,"Nonfamily household: Female householder: Living alone",3
"2491",160000,1800,5,3,"Married couple household",2
"2492",160000,1800,5,3,"Married couple household",2
"2493",160000,1800,5,3,"Married couple household",2
"2494",160000,1800,5,3,"Married couple household",2
"2495",160000,1800,5,3,"Married couple household",2
"2496",80000,1400,4,2,"Married couple household",2
"2497",80000,1400,4,2,"Married couple household",2
"2498",80000,1400,4,2,"Married couple household",2
"2499",80000,1400,4,2,"Married couple household",2
"2500",185000,2400,3,3,"Other family household: Female householder, no spouse present",0
"2501",185000,2400,3,3,"Other family household: Female householder, no spouse present",0
"2502",185000,2400,3,3,"Other family household: Female householder, no spouse present",0
"2503",99500,1800,2,2,"Nonfamily household: Male householder: Not living alone",0
"2504",99500,1800,2,2,"Nonfamily household: Male householder: Not living alone",0
"2505",252000,3000,4,4,"Married couple household",1
"2506",252000,3000,4,4,"Married couple household",1
"2507",252000,3000,4,4,"Married couple household",1
"2508",252000,3000,4,4,"Married couple household",1
"2509",115000,1700,2,2,"Married couple household",0
"2510",115000,1700,2,2,"Married couple household",0
"2511",30000,1100,6,3,"Other family household: Female householder, no spouse present",2
"2512",30000,1100,6,3,"Other family household: Female householder, no spouse present",2
"2513",30000,1100,6,3,"Other family household: Female householder, no spouse present",2
"2514",30000,1100,6,3,"Other family household: Female householder, no spouse present",2
"2515",30000,1100,6,3,"Other family household: Female householder, no spouse present",2
"2516",30000,1100,6,3,"Other family household: Female householder, no spouse present",2
"2517",93000,1200,2,1,"Nonfamily household: Male householder: Not living alone",1
"2518",93000,1200,2,1,"Nonfamily household: Male householder: Not living alone",1
"2519",101100,1700,3,2,"Married couple household",0
"2520",101100,1700,3,2,"Married couple household",0
"2521",101100,1700,3,2,"Married couple household",0
"2522",221700,2100,3,3,"Other family household: Male householder, no spouse present",1
"2523",221700,2100,3,3,"Other family household: Male householder, no spouse present",1
"2524",221700,2100,3,3,"Other family household: Male householder, no spouse present",1
"2525",64000,1800,3,3,"Nonfamily household: Male householder: Not living alone",2
"2526",64000,1800,3,3,"Nonfamily household: Male householder: Not living alone",2
"2527",64000,1800,3,3,"Nonfamily household: Male householder: Not living alone",2
"2528",88600,1100,3,4,"Nonfamily household: Female householder: Not living alone",5
"2529",88600,1100,3,4,"Nonfamily household: Female householder: Not living alone",5
"2530",88600,1100,3,4,"Nonfamily household: Female householder: Not living alone",5
